fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
23.4732,12.2901,2.5775,0.5317,0.3214,5.5701,19.632,-10.415,1.8023,172.03,1
28.7044,17.0811,2.7352,0.4029,0.2272,-36.5949,-13.776,6.8482,49.667,209.13,1
26.3733,19.1659,2.8567,0.3644,0.2246,14.4958,14.4997,-15.148,9.37,170.193,1
61.8196,15.3048,2.636,0.2705,0.1376,-108.23,58.2781,8.5924,1.092,186.807,1
33.2147,30.5176,3.4962,0.2408,0.1287,20.5129,7.565,-22.5822,53.4211,62.528,1
25.0459,22.9081,2.8552,0.2959,0.1486,-21.7386,19.356,8.3062,30.4393,116.741,1
30.336,14.1906,2.4814,0.4521,0.2426,-1.412,24.2169,-10.0886,27.3402,207.87,1
42.6005,22.6843,3.031,0.2253,0.1206,-4.1977,-13.1639,9.4312,14.976,220.277,1
89.2198,30.9204,3.6657,0.1943,0.1156,-45.9685,60.5827,-9.4736,3.667,337.885,1
28.3543,25.5873,2.7668,0.3234,0.1754,29.3307,17.5713,18.6666,33.509,170.349,1
18.3844,16.4085,2.3953,0.4829,0.2596,-7.6899,17.3911,-9.6232,60.543,163.281,1
32.6655,19.6497,2.6642,0.2579,0.1398,-31.6564,12.7555,-12.1317,8.041,179.109,1
74.9217,24.4466,3.3037,0.1744,0.0981,22.8737,61.4777,-15.5874,2.594,204.329,1
92.2265,26.4529,2.9077,0.1719,0.0872,-120.69,80.8701,-11.3944,5.0667,220.885,1
41.0163,20.4484,2.4518,0.2898,0.1502,44.137,28.1236,11.7974,4.1807,181.842,1
43.5163,19.0106,3.0803,0.2685,0.1475,5.357,-12.4533,-6.1321,9.4008,230.392,1
13.0592,11.0857,2.1156,0.7586,0.41,-14.7393,4.913,-11.5702,77.476,227.178,1
26.433,20.4187,2.7097,0.3259,0.2,9.6858,18.0502,15.6911,12.833,140.745,1
33.8305,15.2366,2.8099,0.3145,0.1758,27.3322,-9.3742,-7.1819,12.0413,174.492,1
16.2153,11.6035,2.3118,0.6,0.3195,2.8361,-6.8129,-4.9052,75.817,122.801,1
52.2264,23.3743,3.2333,0.1905,0.0956,46.3585,38.163,7.9243,0.795,226.359,1
50.4291,16.7332,3.0506,0.3035,0.1749,29.1262,41.8014,-8.1781,6.1251,160.041,1
71.929,34.3516,3.8532,0.1125,0.0594,18.1707,51.9617,25.3238,0.975,173.38,1
39.6308,16.3212,3.1149,0.287,0.15,3.3051,21.604,-5.4977,3.026,161.4,1
122.153,20.0348,2.846,0.3735,0.2074,-19.9089,-83.3984,22.3203,6.1874,377.914,1
41.4656,33.6032,3.3477,0.1724,0.1008,20.9647,29.524,12.8534,13.0923,149.933,1
54.123,22.6619,3.0609,0.286,0.1795,29.7681,56.0712,4.6174,6.339,211.164,1
18.621,10.2621,2.2529,0.5754,0.3101,-0.4827,5.3309,-5.7644,26.1461,173.48,1
24.3237,16.9759,2.6684,0.397,0.2436,3.0799,21.8963,8.8449,53.3158,120.405,1
20.1522,14.6778,2.5575,0.4709,0.2673,-1.1209,8.5014,-3.4111,14.451,253.664,1
67.6685,19.254,3.0214,0.2875,0.1556,-105.945,59.3824,9.5786,2.3677,234.18,1
12.9656,10.9296,2.1383,0.7345,0.4691,13.7935,-6.4632,-0.4358,12.9511,200.767,1
32.843,14.2793,2.9146,0.4017,0.2538,-11.1135,-21.6815,4.8152,3.4605,198.949,1
18.9583,11.9321,2.3483,0.6278,0.3834,10.1576,19.4856,-2.0165,38.2,242.914,1
41.2802,17.6486,2.8993,0.3443,0.1784,28.8183,37.2935,-11.7042,14.077,253.827,1
18.1784,10.2753,2.2878,0.6289,0.3582,21.0428,11.8565,-5.0453,7.916,100.254,1
37.5027,11.3126,2.6459,0.3661,0.1887,-51.66,17.7277,-8.4649,18.005,98.0529,1
19.8183,7.3691,2.1569,0.7387,0.4146,1.892,-8.4532,5.0759,17.8692,249.918,1
65.4261,21.4481,2.6924,0.2782,0.1472,-82.6774,50.6903,-10.2465,8.129,254.745,1
39.6606,15.4898,2.6726,0.3167,0.169,-59.4772,-11.597,13.6889,34.0416,192.702,1
18.2406,10.5498,2.2201,0.5783,0.2922,-23.7999,-8.9074,5.0306,18.975,193.928,1
23.5264,19.3466,2.643,0.3595,0.2332,18.7937,13.6245,-4.6144,52.2065,70.9672,1
29.7499,18.698,2.7304,0.2995,0.1628,23.4646,16.5765,-12.374,0.56,205.114,1
25.519,22.8539,2.8241,0.3568,0.1837,16.7719,8.5341,-18.1694,30.5133,64.2651,1
19.9436,12.8339,2.3454,0.4605,0.2325,-1.4502,8.3106,8.3677,30.5107,200.701,1
28.2082,12.1254,2.4099,0.4163,0.2082,6.3914,-19.1434,-10.7975,64.547,78.8033,1
43.7239,20.884,3.1181,0.2065,0.1055,-20.3641,-18.9739,-12.3713,17.406,192.546,1
35.9396,12.0674,2.5139,0.3982,0.2067,-6.13,19.3256,-7.2416,7.6707,150.528,1
79.7263,29.3006,3.6658,0.1524,0.0776,75.5107,81.7969,18.1684,2.4487,183.294,1
78.2112,25.6598,3.361,0.2265,0.1278,39.8441,96.8077,-14.1376,7.052,148.372,1
24.4953,9.0016,2.3927,0.6194,0.3583,29.6978,-11.4657,10.2695,5.0927,119.492,1
48.163,19.9739,2.617,0.3116,0.163,-29.3333,-47.5995,-5.3118,71.3754,204.702,1
56.4236,21.152,3.2241,0.154,0.0791,-2.6182,-10.1986,9.4643,1.4636,184.47,1
61.7197,29.9904,3.3175,0.1925,0.1018,-69.2407,36.3251,-16.2664,1.32,291.987,1
31.4399,13.6839,2.7892,0.4078,0.2413,-11.9449,21.9508,-6.5675,3.8253,184.477,1
20.0115,7.3633,2.0588,0.7162,0.4061,-0.7875,6.4702,5.3292,44.067,34.8095,1
15.7183,11.8468,2.2742,0.633,0.3644,-0.9802,3.5205,6.6075,16.332,161.059,1
66.0687,20.3533,2.9643,0.2823,0.1493,-50.6715,-43.5782,-12.3356,5.369,280.998,1
25.7902,16.0891,2.317,0.4627,0.2578,-13.7917,13.6434,-15.1651,22.684,101.92,1
31.0616,11.0944,2.3531,0.5233,0.3215,14.1348,14.9342,7.4413,34.976,123.11,1
41.8044,20.9524,2.7348,0.2468,0.128,72.225,-22.3472,17.6023,22.3263,122.32,1
77.6918,36.8864,3.5261,0.1954,0.1205,-43.3672,65.5969,36.4114,3.9967,297.998,1
37.7771,25.3763,3.3648,0.2236,0.1207,29.8161,-15.9668,-12.1117,0.8021,196.855,1
64.542,29.7453,3.3389,0.1467,0.0758,75.7622,42.5985,17.6999,1.967,241.639,1
24.9251,10.2825,2.4401,0.4791,0.245,14.6797,-17.1593,5.6988,12.174,119.474,1
37.1967,26.6725,3.2235,0.2062,0.1121,29.6163,18.7062,13.6322,10.3638,138.16,1
49.0724,15.8036,2.9238,0.2872,0.1734,9.35,22.821,9.1958,11.24,197.569,1
34.2512,6.7906,2.3589,0.5821,0.3654,21.3696,21.6899,5.6587,43.554,134.486,1
12.787,11.5763,2.0473,0.7265,0.3722,-15.1619,5.3573,-11.5712,72.426,126.472,1
18.6982,15.1509,2.3971,0.5251,0.2665,-20.5662,-17.8466,6.8823,14.281,168.012,1
19.9774,9.2051,2.4099,0.6809,0.43,0.5164,-12.105,-7.1817,3.2309,137.584,1
59.4407,26.0793,2.9734,0.3424,0.1994,56.1404,52.1499,-12.1136,5.836,252.49,1
39.4299,16.5665,3.0477,0.2751,0.1375,5.4314,18.0685,-10.9443,0.04,187.888,1
84.5887,31.2913,3.8822,0.1407,0.0764,-105.724,70.4339,16.3673,3.6433,293.895,1
17.2132,11.164,2.3927,0.5587,0.3138,-1.3684,6.4231,5.4112,36.0888,127.75,1
94.1916,34.263,3.0932,0.1614,0.0875,74.7954,70.4419,-26.1439,9.5567,284.916,1
32.6311,13.4123,2.4082,0.3984,0.2051,24.8993,14.7668,-11.6975,14.8675,224.409,1
33.6985,15.6267,2.736,0.3214,0.1625,11.6386,20.1723,15.9402,3.9292,236.628,1
37.3585,30.0573,3.0713,0.1986,0.1065,-15.1977,-29.0838,-20.513,86.5709,51.7327,1
12.9497,9.9431,2.2028,0.7962,0.5549,11.5501,8.112,-8.174,54.7684,188.21,1
60.0416,15.9079,2.8392,0.2578,0.1412,-102.003,37.1624,-7.5732,2.7873,259.734,1
20.1937,7.3055,2.1508,0.7279,0.3922,1.9021,-8.9312,5.4875,45.009,115.806,1
12.867,11.3195,2.1414,0.722,0.4296,-14.8022,8.3638,6.7735,42.694,214.914,1
27.9249,7.5792,2.2148,0.5793,0.3323,10.1629,-5.3507,-3.2343,31.265,165.977,1
22.8824,10.4655,2.243,0.5314,0.2771,-24.5527,-18.0838,10.0962,15.91,170.332,1
24.6723,20.2049,2.4548,0.4456,0.2333,5.5508,15.9039,18.0809,52.307,139.857,1
44.7735,24.8108,2.9948,0.2298,0.1169,4.5047,39.2384,19.1623,5.092,192.522,1
23.8725,11.8221,2.3444,0.6697,0.3552,28.033,-8.6348,-8.9284,9.027,159.382,1
94.7218,38.4855,4.1226,0.0802,0.0404,25.8007,78.4474,17.5828,1.676,252.039,1
43.6702,20.8285,2.9167,0.2617,0.1423,20.9315,43.5221,11.4343,6.903,231.242,1
68.9088,26.5542,3.3161,0.1657,0.0867,56.9762,57.051,11.8513,0.7358,266.31,1
34.7049,17.8712,2.7118,0.3068,0.168,18.8845,24.4809,16.7615,16.679,135.966,1
161.278,18.5719,2.9159,0.233,0.122,107.855,162.46,14.6187,5.6891,225.22,1
44.8892,16.1803,2.5815,0.3958,0.2163,40.6298,-13.8512,-4.9309,15.1543,196.302,1
25.7288,15.0604,2.5723,0.415,0.2289,1.9492,23.5596,6.7967,27.1409,207.386,1
20.9063,12.7151,2.4541,0.4288,0.2162,-16.9266,-6.9811,-8.9833,42.3501,194.225,1
21.9664,15.3013,2.5459,0.5491,0.3457,20.5225,21.2193,3.4783,7.388,187.286,1
20.7386,12.6304,2.5334,0.5593,0.3441,12.1392,17.8583,6.5028,29.934,147.634,1
61.1326,19.6959,3.2777,0.22,0.1153,24.4899,67.0374,10.0337,6.887,233.925,1
18.7822,10.2648,2.1987,0.5506,0.3133,-23.5141,-9.8662,-2.1102,61.8767,170.276,1
62.1786,15.7135,3.1726,0.2426,0.1327,-111.246,42.8062,-6.6647,2.553,230.019,1
38.229,16.5916,2.5308,0.3711,0.19,-56.5835,20.3266,-10.0589,3.7101,101.977,1
47.6672,18.2275,2.5999,0.3769,0.2173,46.9321,41.3074,-10.1776,9.11,156.599,1
33.4997,20.8424,2.6258,0.3101,0.1598,0.5451,-21.9975,14.4993,24.9095,230.422,1
18.1879,10.4644,2.2672,0.5946,0.327,1.2658,-6.9371,6.2268,6.3162,105.825,1
29.4333,12.0838,2.4955,0.3898,0.1997,-26.6349,-23.0879,-7.1125,32.312,38.7584,1
87.8482,36.7561,3.2122,0.1798,0.0972,54.1671,105.081,-34.1853,15.2606,157.194,1
79.5318,19.7938,2.7675,0.2886,0.1529,56.1853,61.0039,17.8268,3.2801,272.398,1
28.7643,7.6722,2.2175,0.5515,0.3061,10.3282,-7.2343,3.0541,6.445,206.629,1
27.6178,9.6148,2.3021,0.4738,0.2469,7.3108,19.5239,7.6898,69.004,50.4708,1
34.9763,10.7542,2.5694,0.4609,0.2574,19.3426,17.0663,6.0541,8.539,178.831,1
88.3759,29.8719,3.5153,0.1264,0.0798,86.4346,74.494,-17.7714,8.2753,205.976,1
39.4235,23.0476,3.1144,0.2551,0.1341,16.0841,34.2025,15.7066,8.6997,152.976,1
26.567,18.815,2.8176,0.3227,0.2017,11.1595,15.0154,8.5459,12.3055,226.567,1
36.8621,14.2671,2.7896,0.3539,0.2183,19.526,30.4941,-7.6983,14.4244,157.392,1
54.733,14.7307,2.695,0.3047,0.1826,38.366,47.9121,-4.6043,6.381,174.53,1
18.6247,10.2444,2.1875,0.5844,0.3344,-22.4409,-11.0143,3.7287,35.4935,131.329,1
33.6195,24.7136,2.757,0.273,0.1671,-3.4119,31.5837,15.3934,31.8731,103.945,1
51.7656,30.7225,3.578,0.1601,0.0871,38.2446,39.4275,14.3551,7.6181,197.258,1
84.9009,41.6145,3.801,0.1978,0.1153,-104.019,-54.1429,26.7647,1.419,384.328,1
39.3646,16.0335,2.8055,0.3756,0.1886,15.5438,26.6207,-15.2482,19.4174,155.325,1
40.2341,25.8946,3.0362,0.2042,0.1026,56.4132,-20.9438,-16.2614,6.2066,223.564,1
46.6663,21.6453,3.2398,0.2245,0.1137,30.8924,28.351,-12.2564,3.1992,197.599,1
30.817,15.7507,2.6561,0.415,0.2196,1.3366,24.8213,-10.6264,34.5966,99.5598,1
28.2195,16.0469,2.6133,0.4312,0.218,1.1911,27.1142,-3.1397,12.214,196.942,1
63.805,23.9225,3.4746,0.175,0.0997,44.1231,51.4361,-18.4904,0.1897,240.845,1
77.2321,23.0616,3.1315,0.1869,0.1156,80.1682,82.7555,-12.8192,6.987,200.019,1
18.9069,13.6793,2.5205,0.5792,0.3394,-7.0648,16.3617,3.3348,50.2541,132.657,1
41.0916,7.7414,2.4224,0.4726,0.2892,-51.456,-10.4886,4.5228,10.8662,158.72,1
87.3122,31.0349,3.672,0.1986,0.1063,-41.5705,47.773,-13.7868,1.902,358.097,1
20.9469,6.4102,2.1319,0.7823,0.5203,-18.3706,-17.1936,-6.1023,65.694,124.276,1
53.2936,13.4141,2.7763,0.4017,0.2418,57.3811,45.0169,3.0146,4.709,176.269,1
102.934,36.3217,4.0231,0.1131,0.0584,51.4017,83.3996,-23.4473,0.5982,321.169,1
88.5821,45.3852,3.3989,0.1525,0.0792,-39.6185,74.6123,52.1147,3.144,289.22,1
28.5902,6.7851,2.2279,0.5385,0.287,12.6579,6.5323,-3.3153,3.2759,143.659,1
77.8656,32.3037,3.5645,0.2129,0.1168,48.0801,79.9021,11.5384,1.775,314.071,1
37.1464,21.6205,3.3506,0.2502,0.1296,2.7761,28.1556,-12.9581,1.705,78.1894,1
34.9461,24.4611,2.7528,0.2809,0.1405,-25.8633,-21.3331,-20.7199,82.8542,158.252,1
21.3145,12.5083,2.3454,0.4515,0.2325,-29.9256,9.2222,-9.3692,13.2097,207.403,1
21.6948,6.8708,2.0846,0.6996,0.3745,24.7572,9.5118,-6.5457,23.451,84.0671,1
29.1293,14.9228,2.5855,0.4727,0.2481,-16.3392,13.1921,-12.8523,24.9145,176.901,1
70.8315,22.3982,3.3197,0.2227,0.1252,81.8166,69.0231,19.2635,10.385,248.983,1
77.537,26.5315,3.3195,0.2314,0.1402,-45.7388,78.6207,-10.8984,0.9581,284.693,1
34.8534,6.6139,2.5353,0.5306,0.2668,-49.8274,21.7595,3.1,1.207,280.666,1
34.8054,28.6052,2.6594,0.3242,0.207,27.3065,21.024,-30.5988,0.9214,253.581,1
32.2232,10.1951,2.4955,0.377,0.1965,-8.7485,24.4939,5.144,7.226,150.414,1
32.8734,19.5686,2.8831,0.3063,0.18,12.5519,20.3134,9.6089,7.6229,163.69,1
20.8491,9.9287,2.316,0.6039,0.3647,2.7306,-14.7746,-7.6769,65.8518,25.6525,1
21.4397,10.5758,2.485,0.5696,0.3355,13.4978,-14.2692,-6.2677,84.1039,221.567,1
34.3084,9.2682,2.4969,0.4299,0.2182,-35.7422,25.3377,7.4421,3.927,122.989,1
25.8327,9.7133,2.4224,0.5142,0.2703,8.1699,-11.2529,-2.8244,3.7148,167.192,1
19.5031,7.4171,2.2683,0.7439,0.434,-1.6381,7.6452,-4.6729,79.386,116.122,1
81.1628,25.2375,3.4946,0.1876,0.1013,43.1695,87.2852,-19.4008,1.577,208.863,1
18.5582,7.4575,2.2028,0.7774,0.4859,2.1391,-6.7384,1.9712,4.3666,235.731,1
36.7526,10.7672,2.433,0.4465,0.2269,-51.6149,11.8839,8.2875,6.816,145.572,1
23.9049,11.3034,2.4935,0.5457,0.2745,-6.1584,-20.4676,3.8512,19.4896,268.549,1
17.9821,10.7309,2.3032,0.5672,0.296,1.6666,-7.6764,-5.202,23.651,144.039,1
29.8548,21.4516,2.9784,0.2806,0.1456,-29.6933,17.5267,-9.5246,26.9856,86.5943,1
30.7233,17.244,2.5244,0.3856,0.2078,13.6295,17.4499,-17.5649,2.0573,180.643,1
121.021,25.7419,2.7604,0.3403,0.1849,114.843,70.6318,-12.3028,1.112,354.892,1
68.4339,13.6962,2.4878,0.3675,0.1967,-73.8656,-37.1503,12.7439,27.43,138.435,1
58.6959,15.1367,2.6689,0.3087,0.1704,78.5107,-19.1356,-9.5868,2.2573,168.445,1
42.1536,23.1402,3.1998,0.2254,0.1215,0.0818,-32.8412,13.3461,8.0243,167.334,1
18.8538,16.9483,2.2867,0.491,0.2713,-14.4394,-17.3344,13.2414,64.7773,54.9974,1
19.2624,18.1898,2.4158,0.5605,0.3589,-11.8464,-17.6264,-9.6021,56.5669,72.8908,1
69.4398,28.6293,3.1443,0.2468,0.1331,66.2031,60.6361,-22.5188,11.29,254.383,1
62.9894,22.0828,3.1191,0.2258,0.1167,-85.7793,48.0384,19.2514,7.652,245.997,1
100.5,23.4542,3.3883,0.1415,0.0763,-85.1168,88.64,14.1886,2.3248,255.465,1
19.7805,10.535,2.316,0.6087,0.3551,-7.4526,16.9989,-10.0522,5.225,71.4138,1
46.9247,20.2722,2.7486,0.314,0.1722,31.8542,31.0256,16.7207,5.1486,270.211,1
25.867,16.2597,2.5605,0.3989,0.2352,8.5181,10.8968,3.8152,3.665,86.6499,1
35.2047,17.138,2.8354,0.2776,0.1658,-0.8009,12.6851,-9.2086,10.218,131.449,1
25.7024,10.3364,2.317,0.4723,0.2771,6.2351,19.8672,7.6639,30.6008,119.558,1
23.7533,16.8303,2.8299,0.432,0.2685,6.3197,11.3306,-11.9067,14.2238,157.23,1
23.224,0.0,2.1089,0.7549,0.3852,0.0,0.0,-13.9836,90.0,116.265,1
55.059,18.0137,3.068,0.2762,0.1458,50.0483,33.3449,-8.1996,1.502,186.519,1
82.4735,24.709,3.1131,0.2328,0.1353,71.2477,77.3717,-8.1449,14.393,209.252,1
86.9886,32.8868,3.4965,0.1326,0.0748,-17.8399,89.8199,-13.9605,10.8854,256.601,1
38.7824,25.7038,3.2171,0.2408,0.1368,13.3523,28.4911,11.2312,21.516,165.672,1
34.6882,22.6579,3.049,0.2305,0.1184,23.576,28.0075,-8.4395,2.0522,160.775,1
20.0308,6.8968,2.1973,0.8,0.454,19.7952,14.628,-5.075,11.338,97.8178,1
32.5117,27.0574,2.9263,0.2227,0.1179,41.6225,14.7255,8.4679,25.4448,119.14,1
18.3692,12.481,2.5231,0.5367,0.3343,2.1877,-6.9057,9.7286,28.516,165.277,1
90.4766,38.2659,3.6727,0.2042,0.1048,-47.7558,44.2203,23.7069,0.141,373.654,1
79.2893,32.1527,3.5974,0.1241,0.0623,-85.3391,40.0175,-20.2549,0.514,244.51,1
64.9861,21.2241,3.2083,0.2526,0.1297,23.4481,69.5608,-15.6523,3.404,231.728,1
107.242,58.063,3.7072,0.1527,0.0843,-43.7472,84.6255,-51.7926,17.415,284.616,1
112.725,82.8625,4.6295,0.0397,0.0203,3.0356,83.0895,-32.6349,2.337,276.547,1
33.8546,19.1791,2.8963,0.24,0.1263,42.8107,12.3582,-5.8403,11.654,124.672,1
22.3151,0.0,2.1319,0.7306,0.4465,0.4428,-6.4074,0.0,48.9671,137.768,1
52.2513,19.1501,2.752,0.2779,0.1708,78.0199,-29.1554,8.5605,0.4811,185.71,1
70.0753,19.3644,3.1517,0.2327,0.1216,35.245,59.7135,-8.1105,4.1472,244.546,1
21.2211,6.8795,2.07,0.7319,0.4213,22.1921,13.4931,-6.259,56.2975,92.9938,1
29.8063,17.6169,2.4914,0.5,0.35,27.3739,29.5774,-20.3248,38.85,107.562,1
59.3377,26.1354,3.1764,0.3651,0.1975,2.3544,33.5577,13.8393,4.319,339.751,1
12.9108,11.3309,2.1089,0.7393,0.4086,14.9511,-7.0264,10.9232,76.6517,136.464,1
12.5215,11.939,2.0394,0.6941,0.3607,16.0523,-8.9284,10.3295,59.206,170.806,1
33.6009,16.3082,2.6981,0.2826,0.1493,32.9809,10.3581,-5.0109,14.504,187.088,1
96.3809,23.2359,3.4737,0.1831,0.1094,88.6369,101.507,18.58,2.072,268.105,1
56.5977,9.269,2.5682,0.3351,0.1743,50.5667,44.69,-6.4003,4.562,154.621,1
66.4813,23.6457,3.1509,0.2713,0.1756,-71.7939,-28.1662,16.9882,2.0401,258.257,1
25.712,17.7167,2.7312,0.3454,0.1811,-9.1298,17.8809,-12.2771,50.8703,138.203,1
18.6836,16.8769,2.2978,0.4584,0.2343,-7.4341,17.8898,-8.5215,16.0875,72.183,1
21.4533,10.874,2.2553,0.55,0.275,6.2375,-18.1623,8.6273,26.256,190.149,1
23.8851,15.8349,2.5224,0.4354,0.2177,8.8391,17.2426,15.855,17.1681,185.295,1
111.015,60.4622,4.4604,0.0526,0.0269,128.299,83.2291,24.3567,2.6075,284.34,1
25.4394,15.1214,2.6112,0.4357,0.2411,13.266,16.2796,-2.4174,3.9221,219.292,1
20.7297,12.8606,2.2867,0.4548,0.2506,-16.5516,-9.7549,-6.8576,7.9853,168.896,1
28.7647,23.9383,2.8106,0.2753,0.1431,5.3199,-19.565,15.2222,1.126,154.515,1
22.6152,16.4329,2.6527,0.3537,0.1769,20.4391,8.273,-13.4768,33.3063,197.039,1
30.3063,11.1478,2.4502,0.5071,0.3245,-14.6267,-14.0046,-7.3102,66.01,155.056,1
54.5553,20.935,3.0344,0.2236,0.1436,29.2052,41.3859,-12.9588,4.504,87.4514,1
53.7433,23.089,3.0471,0.1974,0.1135,54.9339,44.502,-9.4969,0.9229,84.9414,1
17.6485,10.9792,2.1673,0.5374,0.2891,-0.9245,6.1119,-4.3932,23.7151,112.684,1
20.2358,7.1978,2.1089,0.7549,0.3774,3.9409,-11.5931,-5.4469,7.1029,81.5759,1
26.8903,9.4561,2.4108,0.4971,0.266,-10.2855,12.064,4.3473,20.7532,172.175,1
113.44,27.2173,2.8274,0.2336,0.1257,-66.7016,-27.8434,22.1385,3.685,260.732,1
49.1229,24.2545,2.8388,0.2261,0.1167,55.8012,-33.3052,16.6326,30.43,176.439,1
83.4719,36.2252,3.9645,0.1203,0.0613,29.332,80.8385,-25.6948,3.994,239.336,1
32.2964,17.2756,2.6585,0.36,0.1811,0.5956,-21.3147,6.6299,35.1875,192.477,1
21.2653,7.0229,2.1629,0.6942,0.3677,-24.4647,-9.8968,6.3205,2.5515,157.815,1
19.8471,16.338,2.567,0.561,0.294,20.0845,13.9887,12.8509,62.9714,110.845,1
30.1299,18.6517,2.6716,0.3131,0.1608,-33.6601,-19.1441,-6.9749,14.4261,177.414,1
42.6868,19.2865,3.071,0.2607,0.138,17.4673,41.7046,10.7413,4.8021,234.337,1
95.7802,39.2607,3.5245,0.1494,0.0889,-18.6879,70.0037,-24.2292,8.2692,309.565,1
27.3842,14.24,2.4448,0.5171,0.3034,-35.5826,11.8423,11.7636,4.756,146.404,1
29.5252,20.0901,2.7029,0.3092,0.1556,17.5364,-14.5803,15.7103,19.7036,158.866,1
27.8575,12.7818,2.5905,0.4262,0.2144,27.2821,15.8826,9.1153,9.754,240.869,1
18.7081,16.3803,2.4749,0.5226,0.3032,24.4093,-3.8482,16.7391,81.6908,200.766,1
19.5128,16.7005,2.4074,0.5988,0.3973,5.8685,-12.3289,-13.9717,16.367,145.109,1
23.1363,13.5366,2.3627,0.4946,0.2538,-22.423,-16.104,-4.1679,3.438,108.319,1
43.072,12.2106,2.6101,0.4049,0.2638,15.0457,29.089,5.78,0.7536,231.376,1
37.2558,17.8501,2.7226,0.3371,0.179,18.8022,37.3022,13.4788,14.8817,155.799,1
61.2538,48.2495,3.5864,0.1128,0.0693,43.2478,45.3327,37.8267,14.4978,93.0088,1
56.4198,16.7197,3.066,0.2345,0.1302,9.1619,47.8684,11.5413,3.093,205.266,1
28.4409,20.246,2.7723,0.3851,0.2627,6.2512,17.6182,7.2573,3.397,135.597,1
42.1493,15.5688,2.9877,0.285,0.1445,49.308,30.3502,12.5711,5.9184,158.071,1
49.0913,32.9026,2.9773,0.1665,0.088,-21.5165,42.5905,-13.9013,7.0683,138.026,1
41.3581,22.8099,3.1327,0.2431,0.1249,-8.2096,35.6078,13.5722,13.988,205.323,1
24.5528,14.5928,2.7376,0.452,0.2461,0.1998,20.031,-10.3742,37.199,139.456,1
55.1999,17.4642,2.7114,0.3343,0.1992,50.9644,39.6746,-8.2674,1.676,284.525,1
44.6257,17.3928,2.7846,0.2726,0.1404,10.046,36.8161,13.2095,19.3827,175.413,1
21.295,16.3565,2.6015,0.433,0.229,-11.1212,10.2831,-11.6914,12.4043,80.0502,1
25.7066,14.1612,2.4362,0.4029,0.207,3.4381,19.4335,-5.115,84.4922,217.425,1
37.3728,17.1148,2.9786,0.2794,0.1612,-10.6577,-26.2855,10.301,1.006,186.091,1
82.4094,21.5765,3.0848,0.2468,0.1411,57.958,76.3281,-17.1337,0.617,283.982,1
49.2676,22.2474,3.1854,0.278,0.1504,25.538,47.5608,-9.1138,0.0549,234.989,1
50.6455,29.5536,3.2977,0.193,0.1005,-67.0514,44.6014,-22.4322,19.0501,281.812,1
102.45,27.5832,3.0728,0.208,0.1129,-166.114,79.8849,23.9538,9.451,197.165,1
43.516,27.127,2.8873,0.2229,0.1316,-20.0589,7.6962,23.3337,7.658,252.709,1
51.5423,17.1957,2.4456,0.4194,0.224,40.8689,46.7289,-12.3993,37.141,220.826,1
52.5166,20.297,2.8528,0.3579,0.2519,-33.5491,11.4628,-15.1208,1.737,306.998,1
19.6734,18.7298,2.5894,0.5148,0.2973,-7.2619,-12.5052,-12.226,6.501,179.987,1
55.7401,24.7534,3.3886,0.2133,0.1342,45.2539,47.6811,14.87,1.7908,255.205,1
18.3186,10.3349,2.2405,0.6034,0.342,-21.8067,-11.3213,-4.3641,50.4492,172.411,1
43.7649,28.1242,3.1033,0.1719,0.0871,-4.5542,34.3054,9.9509,17.3602,160.676,1
26.5702,14.7651,2.3874,0.4549,0.2643,3.6868,22.1802,9.6575,45.9686,232.161,1
34.7943,21.5846,2.7771,0.3258,0.2097,-8.1357,14.9949,-15.5638,42.3246,161.145,1
17.6563,10.8055,2.248,0.5819,0.3079,-22.46,-9.8571,3.9711,72.368,95.1152,1
22.1689,12.4471,2.437,0.5155,0.2687,-1.451,10.7877,9.1109,45.8014,188.537,1
24.5739,10.4502,2.4224,0.5028,0.293,-7.3166,-18.4169,7.4281,11.283,172.583,1
54.9218,12.7197,2.6355,0.3681,0.184,-6.127,-49.7117,-5.4493,6.312,204.865,1
29.114,18.1634,2.8759,0.4484,0.3267,8.9725,21.0902,-12.0594,19.0682,144.449,1
69.0182,17.9498,2.8842,0.2324,0.1273,-12.7302,50.8668,8.4063,7.312,253.205,1
13.7784,9.4179,2.2776,0.8443,0.4354,-14.6666,-4.6403,11.659,42.5529,145.204,1
45.5945,21.2593,3.0538,0.2102,0.1144,-19.4628,-32.9385,6.9607,9.0222,216.746,1
19.0237,12.7709,2.3512,0.5523,0.2829,13.464,13.4941,8.1203,41.866,107.452,1
65.7368,32.8299,3.332,0.1364,0.071,83.0276,49.2726,-24.2423,11.6143,153.825,1
102.584,37.8894,3.6564,0.1343,0.072,103.569,85.3717,22.6898,2.2189,210.977,1
12.6909,11.6845,2.3375,0.6989,0.3931,-15.7631,9.6199,-5.1042,7.208,194.397,1
62.0635,17.3895,2.7782,0.3667,0.2292,71.2981,52.4938,-11.1993,3.9526,254.026,1
53.2086,22.5457,3.3736,0.2183,0.1212,-7.5763,24.0831,-14.1456,10.5073,245.071,1
13.3786,10.4786,2.2516,0.7955,0.4006,-14.9499,-1.9838,11.9014,77.826,138.523,1
